Date,Open,High,Low,Close,Adj Close,Volume
2008-01-30,277.467010,282.959991,272.632996,278.920013,155.704453,6215648
2008-01-31,280.666992,280.666992,272.632996,274.707001,153.352631,12688125
2008-02-01,283.333008,283.333008,272.632996,275.333008,153.702072,5459828
2008-02-04,280.000000,287.292999,272.632996,274.519989,153.248215,6341115
2008-02-05,279.733002,283.333008,272.632996,278.200012,155.302551,5250765
2008-02-06,272.632996,275.600006,264.312988,270.579987,151.048752,5450198
2008-02-07,271.600006,274.666992,267.200012,269.386993,150.382767,3480368
2008-02-08,269.333008,271.292999,264.933014,269.299988,150.334183,5495182
2008-02-11,269.333008,272.933014,249.427002,254.052994,141.822708,8439562
2008-02-12,262.266998,262.266998,246.667007,250.513000,139.846512,8446035
2008-02-13,254.667007,266.480011,251.867004,263.346985,152.489365,8574945
2008-02-14,273.333008,300.799988,273.333008,297.179993,172.080139,9410092
2008-02-15,293.333008,308.000000,283.467010,301.733002,174.716537,7020495
2008-02-18,301.066986,304.226990,292.000000,294.352997,170.443192,3695865
2008-02-19,299.733002,302.532990,296.000000,297.266998,172.130539,1822905
2008-02-20,293.320007,293.333008,281.333008,282.993011,163.865265,3834915
2008-02-21,286.666992,289.326996,272.666992,279.326996,161.742523,5106870
2008-02-22,274.660004,276.532990,270.147003,274.493011,158.943375,2746418
2008-02-25,282.666992,286.666992,272.147003,278.472992,161.248001,4104502
2008-02-26,280.000000,293.200012,276.132996,290.872986,168.428116,5767215
2008-02-27,293.333008,304.666992,293.333008,301.799988,174.755356,6582982
2008-02-28,298.666992,313.333008,294.173004,310.833008,179.985840,11057580
2008-02-29,306.666992,315.252991,294.153015,304.912994,176.557877,8311898
2008-03-03,294.292999,296.000000,276.799988,280.320007,162.317490,6474900
2008-03-04,282.000000,284.760010,273.207001,279.733002,161.977570,5295465
2008-03-05,278.666992,285.160004,274.213013,277.359985,160.603500,4111658
2008-03-07,274.666992,274.666992,260.000000,269.826996,156.241592,7759950
2008-03-10,269.826996,269.826996,242.000000,255.220001,147.783478,14720378
2008-03-11,252.667007,268.532990,248.052994,266.187012,154.133865,9594338
2008-03-12,270.666992,280.053009,263.386993,268.666992,155.569916,8218680
2008-03-13,263.333008,263.333008,247.332993,251.147003,145.425034,7473870
2008-03-14,253.067001,256.000000,245.733002,250.746994,145.193436,7222305
2008-03-17,241.332993,245.153000,233.600006,239.360001,138.599838,9277725
2008-03-18,238.000000,256.000000,238.000000,243.500000,140.997086,10996372
2008-03-19,248.533005,254.492996,245.600006,246.912994,142.973373,8690228
2008-03-24,250.033005,253.332993,237.199997,249.720001,144.598755,8919855
2008-03-25,251.052994,272.266998,251.052994,268.226990,155.315109,7358558
2008-03-26,269.427002,270.666992,257.352997,260.440002,150.806091,4789958
2008-03-27,261.333008,267.867004,253.746994,264.192993,152.979248,6214928
2008-03-28,265.527008,281.467010,263.467010,279.192993,161.664902,7388708
2008-03-31,274.666992,279.733002,264.000000,274.846985,159.148361,6717945
2008-04-01,276.132996,276.132996,250.667007,252.292999,146.088638,16202745
2008-04-02,261.967010,265.333008,246.000000,247.132996,143.100739,13044285
2008-04-03,247.987000,250.533005,226.000000,233.699997,135.322495,49473225
2008-04-04,237.332993,237.380005,216.667007,217.787003,126.108170,29227792
2008-04-07,223.199997,223.199997,209.067001,218.132996,126.308495,28191660
2008-04-08,221.332993,230.000000,215.332993,228.567001,132.350204,28125968
2008-04-09,226.667007,238.279999,225.332993,236.772995,137.101868,14100825
2008-04-10,236.000000,242.360001,233.626999,235.779999,136.526901,14354078
2008-04-11,237.852997,245.932999,237.332993,243.733002,141.131989,15759068
2008-04-15,241.332993,246.932999,237.332993,244.427002,141.533829,10872712
2008-04-16,244.399994,248.000000,236.132996,237.427002,137.480591,10335810
2008-04-17,240.667007,243.332993,236.000000,238.013000,137.819855,13161090
2008-04-21,241.067001,243.199997,233.380005,236.153000,136.742844,16497548
2008-04-22,236.399994,251.960007,234.179993,249.660004,144.564011,17428838
2008-04-23,250.000000,253.292999,238.800003,243.647003,141.082230,9917985
2008-04-24,245.332993,248.626999,240.867004,246.759995,142.884781,7660395
2008-04-25,246.660004,252.067001,245.332993,249.332993,144.374634,5600250
2008-04-28,250.667007,251.332993,245.332993,248.839996,144.089172,3807300
2008-04-29,249.332993,255.026993,245.072998,252.227005,146.050430,11836358
2008-04-30,252.227005,256.399994,250.679993,253.619995,146.856979,6385620
2008-05-02,256.666992,257.867004,253.067001,254.692993,147.478317,6436598
2008-05-05,256.493011,257.980011,254.000000,254.746994,147.509598,7892678
2008-05-06,255.332993,257.200012,246.007004,247.886993,143.537369,6215055
2008-05-07,250.000000,250.000000,236.740005,238.052994,137.843048,8693618
2008-05-08,235.412994,237.733002,232.679993,234.867004,135.998199,7624455
2008-05-09,234.000000,236.000000,229.360001,229.973007,133.164398,7794540
2008-05-12,228.667007,234.667007,227.552994,232.766998,134.782227,7464195
2008-05-13,234.000000,240.000000,227.479996,231.266998,133.913635,7994415
2008-05-14,233.332993,238.087006,229.367004,232.613007,134.693039,8127735
2008-05-15,233.332993,242.399994,233.332993,240.186996,139.078720,7679798
2008-05-16,240.186996,242.533005,237.600006,239.847000,138.881851,7138275
2008-05-20,233.647003,239.332993,230.000000,231.427002,134.006302,7936178
2008-05-21,231.332993,238.373001,226.867004,236.212997,136.777618,6253928
2008-05-22,233.513000,236.000000,230.692993,233.126999,134.990692,6094612
2008-05-23,233.987000,236.667007,230.667007,232.679993,134.731827,5825662
2008-05-26,232.266998,232.266998,219.080002,220.753006,127.825600,11909438
2008-05-27,222.000000,230.266998,220.000000,221.292999,128.138275,10612342
2008-05-28,222.000000,225.332993,212.332993,215.000000,124.494354,12997762
2008-05-29,218.000000,221.600006,210.720001,213.020004,123.347855,13715040
2008-05-30,215.332993,222.919998,214.800003,221.740005,128.397110,12051735
2008-06-02,223.119995,225.067001,211.332993,212.552994,123.077438,7288830
2008-06-03,211.347000,211.347000,200.339996,206.686996,119.680794,10515382
2008-06-04,206.533005,207.347000,194.173004,196.673004,113.882225,12234068
2008-06-05,196.667007,196.667007,187.399994,192.619995,111.535355,14120512
2008-06-06,198.626999,200.800003,188.800003,189.772995,109.886818,12299595
2008-06-09,185.600006,185.787003,178.052994,183.367004,106.177498,20724975
2008-06-10,182.660004,190.399994,181.600006,184.466995,106.814430,14137575
2008-06-11,187.800003,201.332993,186.000000,197.580002,114.407402,18387720
2008-06-12,187.192993,207.326996,186.533005,201.360001,116.596214,29122208
2008-06-13,202.000000,213.919998,199.212997,207.673004,120.251709,19555935
2008-06-16,210.266998,215.279999,200.852997,203.572998,117.877647,16247520
2008-06-17,204.000000,209.332993,203.386993,205.386993,118.928024,11479920
2008-06-18,208.639999,211.600006,198.832993,200.186996,115.916985,7881472
2008-06-19,198.000000,198.667007,188.759995,189.847000,109.929672,11635395
2008-06-20,189.733002,193.026993,186.667007,187.352997,108.485527,11923132
2008-06-23,185.733002,187.332993,178.399994,181.287003,104.973061,12135368
2008-06-24,182.000000,188.667007,179.733002,186.453003,107.964409,14664772
2008-06-25,184.667007,193.332993,180.266998,191.492996,110.882782,9961800
2008-06-26,193.332993,196.000000,187.600006,191.567001,110.925621,12063188
2008-06-27,185.867004,190.000000,176.966995,184.167007,106.640724,7047105
2008-06-30,186.753006,190.520004,181.507004,183.927002,106.501740,10134698
2008-07-01,187.320007,187.332993,178.692993,180.813004,104.698601,6453428
2008-07-02,186.667007,192.893005,178.973007,189.733002,109.863663,10433475
2008-07-03,190.000000,190.000000,180.132996,186.940002,108.246429,9875370
2008-07-04,188.000000,201.987000,186.167007,200.026993,115.824326,13308112
2008-07-07,201.332993,210.000000,190.692993,195.720001,113.330391,11127270
2008-07-08,197.332993,204.487000,188.000000,199.826996,115.708519,14684768
2008-07-09,202.667007,212.000000,202.667007,209.606995,121.371582,11906018
2008-07-10,208.000000,214.667007,204.000000,208.453003,120.703362,10826438
2008-07-11,209.399994,211.733002,198.947006,202.880005,117.476341,18811658
2008-07-14,202.667007,203.026993,194.673004,195.632996,113.280022,15470640
2008-07-15,194.667007,194.733002,181.479996,182.513000,105.682968,8749185
2008-07-16,182.399994,189.973007,180.712997,183.813004,106.435707,9734040
2008-07-17,189.332993,195.160004,187.513000,193.626999,112.118439,8122890
2008-07-18,196.013000,206.000000,194.046997,204.240005,118.263840,11914762
